tag,JD,launch_date,launch_year,type,variant,mission,site,agency_raw,agency,provider_group,state_code,category,agency_type,color_category,launch_code
1957 ALP,2436116.31,1957 Oct  4 1928:34,1957,Sputnik 8K71PS,-,PS-1,NIIP-5,MVS,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1957 BET,2436145.60,1957 Nov  3 0230:42,1957,Sputnik 8K71PS,-,PS-2,NIIP-5,MVS,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1957-F01,2436179.20,1957 Dec  6 1644:35,1957,Vanguard,-,Vanguard Test Satellite,CC,NRL,NASA / US Military,United States,US,F,state,state_us,OF
1958 ALP,2436235.66,1958 Feb  1 0347:56,1958,Jupiter C,JunoI,Explorer 1,CC,ABMA,NASA / US Military,United States,US,O,state,state_us,OS
1958-F01,2436239.81,1958 Feb  5 0733,1958,Vanguard,-,Vanguard Test Satellite,CC,NRL,NASA / US Military,United States,US,F,state,state_us,OF
1958-F02,2436268.27,1958 Mar  5 1827:57,1958,Jupiter C,JunoI,Explorer 2,CC,ABMA,NASA / US Military,United States,US,F,state,state_us,OF
1958 BET,2436280.01,1958 Mar 17 1215:41,1958,Vanguard,-,Vanguard Test Satellite,CC,NRL,NASA / US Military,United States,US,O,state,state_us,OS
1958 GAM,2436289.23,1958 Mar 26 1738:03,1958,Jupiter C,JunoI,Explorer 3,CC,ABMA,NASA / US Military,United States,US,O,state,state_us,OS
1958-F03,2436320.88,1958 Apr 27 0901,1958,Sputnik 8A91,-,D-1 No. 1,NIIP-5,MVS,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1958-F04,2436322.62,1958 Apr 29 0253:00,1958,Vanguard,-,X-ray satellite,CC,NRL,NASA / US Military,United States,US,F,state,state_us,OF
1958 DEL,2436338.79,1958 May 15 0700:35,1958,Sputnik 8A91,-,D-1 No. 2,NIIP-5,MVS,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1958-F05,2436351.66,1958 May 28 0346:20,1958,Vanguard,-,Lyman Alpha satellite,CC,NRL,NASA / US Military,United States,US,F,state,state_us,OF
1958-F06,2436380.71,1958 Jun 26 0500:52,1958,Vanguard,-,X-ray satellite,CC,NRL,NASA / US Military,United States,US,F,state,state_us,OF
1958-F07,2436409.50,1958 Jul 25,1958,NOTS EV1,-,Diagnostic Payload 1,NOTS,NOTS,NASA / US Military,United States,US,F,state,state_us,OF
1958 EPS,2436411.13,1958 Jul 26 1500:57,1958,Jupiter C,JunoI,Explorer 4,CC,ABMA,NASA / US Military,United States,US,O,state,state_us,OS
1958-F08,2436427.50,1958 Aug 12,1958,NOTS EV1,-,Diagnostic Payload 2,NOTS,NOTS,NASA / US Military,United States,US,F,state,state_us,OF
1958-F09,2436433.01,1958 Aug 17 1218,1958,Thor Able I,-,Able 1,CC,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1958-F10,2436437.50,1958 Aug 22,1958,NOTS EV1,-,Diagnostic Payload 3,NOTS,NOTS,NASA / US Military,United States,US,F,state,state_us,OF
1958-F11,2436439.76,1958 Aug 24 0617:22,1958,Jupiter C,JunoI,Explorer 5,CC,ABMA,NASA / US Military,United States,US,F,state,state_us,OF
1958-F12,2436440.50,1958 Aug 25,1958,NOTS EV1,-,Radiation Payload 1,NOTS,NOTS,NASA / US Military,United States,US,F,state,state_us,OF
1958-F13,2436441.50,1958 Aug 26,1958,NOTS EV1,-,Radiation Payload 2,NOTS,NOTS,NASA / US Military,United States,US,F,state,state_us,OF
1958-F14,2436443.50,1958 Aug 28,1958,NOTS EV1,-,Radiation Payload 3,NOTS,NOTS,NASA / US Military,United States,US,F,state,state_us,OF
1958-F15,2436469.82,1958 Sep 23 0740:23,1958,Vostok-L 8K72,-,E-1 No. 1,NIIP-5,MVS,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1958-U01,2436473.15,1958 Sep 26 1538,1958,Vanguard,-,Cloud cover satellite,CC,NRL,NASA / US Military,United States,US,F,state,state_us,OF
1958 ETA,2436487.86,1958 Oct 11 0842:13,1958,Thor Able I,-,Able 2,CC,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS75
1958-F17,2436488.40,1958 Oct 11 2141:58,1958,Vostok-L 8K72,-,E-1 No. 2,NIIP-5,MVS,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1958-F18,2436499.64,1958 Oct 23 0321:04,1958,Jupiter C,JunoI,Beacon,CC,ABMA,NASA / US Military,United States,US,F,state,state_us,OF
1958-F19,2436515.81,1958 Nov  8 0730:21,1958,Thor Able I,-,Able 3,CC,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1958-F20,2436542.26,1958 Dec  4 1818:45,1958,Vostok-L 8K72,-,E-1 No. 3,NIIP-5,MVS,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1958 THE,2436543.74,1958 Dec  6 0544:52,1958,Juno II,-,Pioneer 3,CC,ABMA,NASA / US Military,United States,US,O,state,state_us,OS
1958 ZET,2436556.46,1958 Dec 18 2302,1958,Atlas B,-,SCORE,CC,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1959 MU,2436571.20,1959 Jan  2 1641:21,1959,Vostok-L 8K72,-,E-1 No. 4,NIIP-5,MVS,Soviet Union (USSR),USSR,SU,O,state,state_ussr,DS
1959-E01,2436589.50,1959 Jan 21,1959,Thor Agena A,-,-,V,AFBMD,NASA / US Military,United States,US,F,state,state_us,OE
1959 ALP,2436617.16,1959 Feb 17 1555,1959,Vanguard,-,Cloud cover satellite,CC,NRL,NASA / US Military,United States,US,O,state,state_us,OS
1959 BET,2436628.41,1959 Feb 28 2149:16,1959,Thor Agena A,-,CORONA Test Vehicle 2,V,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1959 NU,2436630.72,1959 Mar  3 0510:56,1959,Juno II,-,Pioneer 4,CC,ABMA,NASA / US Military,United States,US,O,state,state_us,DS
1959 GAM,2436672.39,1959 Apr 13 2118:39,1959,Thor Agena A,-,CORONA BIO 1,V,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1959-F01,2436672.62,1959 Apr 14 0249:46,1959,Vanguard,-,Magnetometer satellite,CC,NRL,NASA / US Military,United States,US,F,state,state_us,OF
1959-F02,2436723.34,1959 Jun  3 2009:20,1959,Thor Agena A,-,CORONA BIO 2,V,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1959-F06,2436737.84,1959 Jun 18 0808,1959,Vostok-L 8K72,-,E-1 No. 5,NIIP-5,MVS,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1959-F03,2436742.34,1959 Jun 22 2016:09,1959,Vanguard,-,Radiation Balance sat,CC,NRL,NASA / US Military,United States,US,F,state,state_us,OF
1959-U01,2436745.45,1959 Jun 25 2247:45,1959,Thor Agena A,-,CORONA C-1,V,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1959-F05,2436766.23,1959 Jul 16 1737:03,1959,Juno II,-,NASA S-1,CC,ABMA,NASA / US Military,United States,US,F,state,state_us,OF
1959 DEL,2436788.10,1959 Aug  7 1424:20,1959,Thor Able III,-,NASA S-2,CC,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1959 EPS,2436794.29,1959 Aug 13 1900:08,1959,Thor Agena A,-,CORONA C-2,V,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1959-F07,2436795.52,1959 Aug 15 0031:00,1959,Juno II,(3),Beacon,CC,ABMA,NASA / US Military,United States,US,F,state,state_us,OF
1959 ZET,2436800.31,1959 Aug 19 1924:44,1959,Thor Agena A,-,CORONA C-3,V,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1959 XI,2436823.78,1959 Sep 12 0639:42,1959,Vostok-L 8K72,-,E-1 No. 7,NIIP-5,MVS,Soviet Union (USSR),USSR,SU,O,state,state_ussr,DS
1959-F08,2436829.11,1959 Sep 17 1434,1959,Thor Able II,M1,Transit 1A,CC,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1959 ETA,2436829.72,1959 Sep 18 0520:07,1959,Vanguard,X-248,Magne-Ray satellite,CC,NRL,NASA / US Military,United States,US,O,state,state_us,OS
1959-E02,2436836.13,1959 Sep 24 1512,1959,Atlas C Able,-,Able IVA,CC,AFBMD,NASA / US Military,United States,US,F,state,state_us,OE
1959 THE,2436845.53,1959 Oct  4 0043:39,1959,Vostok-L 8K72,-,E-2A,NIIP-5,MVS,Soviet Union (USSR),USSR,SU,O,state,state_ussr,DS
1959 IOT,2436855.15,1959 Oct 13 1530:04,1959,Juno II,-,NASA S-1A,CC,ABMA,NASA / US Military,United States,US,O,state,state_us,OS
1959 KAP,2436880.35,1959 Nov  7 2028:41,1959,Thor Agena A,-,CORONA C-4,V,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1959 LAM,2436893.31,1959 Nov 20 1925:24,1959,Thor Agena A,-,CORONA C-5,V,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1959-F09,2436898.81,1959 Nov 26 0726,1959,Atlas Able,-,Able IVB,CC,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1960-F01,2436969.29,1960 Feb  4 1851:45,1960,Thor Agena A,-,CORONA C-6,V,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1960-F02,2436984.34,1960 Feb 19 2015:14,1960,Thor Agena A,-,CORONA C-7,V,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1960-F03,2436991.23,1960 Feb 26 1725:30,1960,Atlas Agena A,-,Midas ETS-I F1,CC,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1960 ALP,2437005.04,1960 Mar 11 1300:07,1960,Thor Able IV,-,P-2,CC,AFBMD,NASA / US Military,United States,US,O,state,state_us,DS
1960-F04,2437017.07,1960 Mar 23 1335:11,1960,Juno II,-,NASA S-46,CC,MSFC,NASA / US Military,United States,US,F,state,state_us,OF
1960 BET,2437025.99,1960 Apr  1 1140:09,1960,Thor Able II,M1,A-1,CC,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1960 GAM,2437038.00,1960 Apr 13 1202:36,1960,Thor Ablestar,-,Transit 1B,CC,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1960-U01,2437040.13,1960 Apr 15 1506:45,1960,Vostok-L 8K72,-,E-3 No. 1,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1960 DEL,2437040.35,1960 Apr 15 2030:37,1960,Thor Agena A,-,CORONA C-8,V,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1960-F06,2437041.17,1960 Apr 16 1607:41,1960,Vostok-L 8K72,-,E-3 No. 2,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1960-F07,2437067.89,1960 May 13 0916:05,1960,Thor Delta,-,A-10 Echo,CC,GSFC,NASA / US Military,United States,US,F,state,state_us,OF
1960 EPS,2437069.50,1960 May 15 0000:05,1960,Vostok 8K72,-,Vostok-1P,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1960 ZET,2437079.23,1960 May 24 1736:46,1960,Atlas Agena A,-,Midas ETS-I F2,CC,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1960 ETA,2437107.75,1960 Jun 22 0554,1960,Thor Ablestar,-,Transit 2A,CC,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1960-F08,2437115.42,1960 Jun 29 2200:44,1960,Thor Agena A,-,CORONA Diagnostic 1,V,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1960-F09,2437143.90,1960 Jul 28 0931,1960,Vostok 8K72,-,Vostok-1 No. 1,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1960 THE,2437157.36,1960 Aug 10 2037:54,1960,Thor Agena A,-,CORONA Diagnostic 2,V,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1960 IOT,2437158.90,1960 Aug 12 0939:43,1960,Thor Delta,-,A-11,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1960 KAP,2437165.33,1960 Aug 18 1957:08,1960,Thor Agena A,-,CORONA C-9,V,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1960-F10,2437165.33,1960 Aug 18 1958,1960,Thor Ablestar,-,Courier 1A,CC,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1960 LAM,2437165.86,1960 Aug 19 0844:06,1960,Vostok 8K72,-,Vostok-1 No. 2,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1960 MU,2437191.43,1960 Sep 13 2213:39,1960,Thor Agena A,-,CORONA C-10,V,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1960-F11,2437203.13,1960 Sep 25 1513:17,1960,Atlas Able,-,Able VA,CC,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1960 NU,2437212.24,1960 Oct  4 1750,1960,Thor Ablestar,-,Courier 1B,CC,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1960-F12,2437218.10,1960 Oct 10 1427:49,1960,Molniya 8K78,-,1M No. 1,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1960-F13,2437219.36,1960 Oct 11 2033:28,1960,Atlas Agena A,-,SAMOS E-1,PA,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1960-F14,2437222.08,1960 Oct 14 1351:03,1960,Molniya 8K78,-,1M No. 2,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1960-F15,2437234.35,1960 Oct 26 2026:09,1960,Thor Agena B,-,CORONA C'-1,V,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1960 XI,2437241.72,1960 Nov  3 0523:10,1960,Juno II,-,NASA S-30,CC,MSFC,NASA / US Military,United States,US,O,state,state_us,OS
1960 OMI,2437251.36,1960 Nov 12 2042:32,1960,Thor Agena B,-,CORONA C'-2,V,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1960 PI,2437261.97,1960 Nov 23 1113:03,1960,Thor Delta,-,NASA A-2,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1960-F16,2437269.33,1960 Nov 30 1950,1960,Thor Ablestar,-,Transit 3A,CC,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1960 RHO,2437269.81,1960 Dec  1 0730:04,1960,Vostok 8K72,-,Vostok-1 No. 3,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1960-F17,2437273.38,1960 Dec  4 2114,1960,Scout X-1,-,NASA S-56,WI,LARCN,NASA / US Military,United States,US,F,state,state_us,OF
1960 SIG,2437276.35,1960 Dec  7 2020:58,1960,Thor Agena B,-,CORONA C'-3,V,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1960-F18,2437283.88,1960 Dec 15 0910,1960,Atlas Able,-,Able VB,CC,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1960 TAU,2437289.36,1960 Dec 20 2032,1960,Thor Agena B,-,CORONA RM-1,V,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1960-F19,2437290.82,1960 Dec 22 0745:19,1960,Vostok 8K72,K,Vostok-1 No. 4,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1961 ALP,2437331.35,1961 Jan 31 2021:19,1961,Atlas Agena A,-,SAMOS F-1,PA,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1961 BET,2437334.55,1961 Feb  4 0118:03,1961,Molniya 8K78,-,1VA No. 1,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF40
1961 GAM,2437342.52,1961 Feb 12 0034:36,1961,Molniya 8K78,-,1VA No. 2,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,DS
1961 DEL,2437347.05,1961 Feb 16 1305,1961,Scout X-1,-,NASA S-56A,WI,LARCN,NASA / US Military,United States,US,O,state,state_us,OS
1961 EPS,2437348.35,1961 Feb 17 2025:02,1961,Thor Agena B,-,ARGON 1,V,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1961 ZET,2437349.46,1961 Feb 18 2257:58,1961,Thor Agena B,-,CORONA RM-2,V,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1961 ETA,2437352.66,1961 Feb 22 0345,1961,Thor Ablestar,-,Transit 3B,CC,AFBMD,NASA / US Military,United States,US,O,state,state_us,OS
1961-F01,2437355.51,1961 Feb 25 0013:16,1961,Juno II,-,NASA S-45,CC,MSFC,NASA / US Military,United States,US,F,state,state_us,OF
1961 THE,2437367.77,1961 Mar  9 0629:00,1961,Vostok 8K72,K,Vostok-3 No. 1,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1961 IOT,2437383.75,1961 Mar 25 0554:00,1961,Vostok 8K72,K,Vostok-3 No. 2,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1961 KAP,2437384.14,1961 Mar 25 1517:04,1961,Thor Delta,-,P-14,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1961-F02,2437389.36,1961 Mar 30 2034:43,1961,Thor Agena B,-,CORONA C'-4,V,AFBMD,NASA / US Military,United States,US,F,state,state_us,OF
1961 LAM,2437398.31,1961 Apr  8 1921:08,1961,Thor Agena B,-,ARGON 2,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1961 MU,2437401.75,1961 Apr 12 0607:00,1961,Vostok 8K72,K,Vostok-3A No. 3,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1961-F03,2437415.18,1961 Apr 25 1615,1961,Atlas D,-,Mercury SC8,CC,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1961 NU,2437417.09,1961 Apr 27 1416:38,1961,Juno II,-,NASA S-15,CC,MSFC,NASA / US Military,United States,US,O,state,state_us,OS
1961-F04,2437444.33,1961 May 24 1948:05,1961,Juno II,-,NASA S-45A,CC,MSFC,NASA / US Military,United States,US,F,state,state_us,OF
1961-F05,2437459.39,1961 Jun  8 2116,1961,Thor Agena B,-,ARGON 3,V,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1961 XI,2437467.46,1961 Jun 16 2302:52,1961,Thor Agena B,-,CORONA C'-5,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1961 OMI,2437479.68,1961 Jun 29 0423,1961,Thor Ablestar,-,Transit 4A,CC,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1961-F06,2437481.21,1961 Jun 30 1709,1961,Scout X-1,-,NASA S-55,WI,LARCN,NASA / US Military,United States,US,F,state,state_us,OF
1961 PI,2437488.48,1961 Jul  7 2329:48,1961,Thor Agena B,-,CORONA C'-6,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1961 RHO,2437492.93,1961 Jul 12 1025:06,1961,Thor Delta,-,NASA A-3,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1961 SIG,2437493.13,1961 Jul 12 1511:46,1961,Atlas Agena B,-,Midas ETS-II F1,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1961-F07,2437502.44,1961 Jul 21 2235:00,1961,Thor Agena B,-,ARGON 4,V,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1961-F08,2437515.50,1961 Aug  4 0001,1961,Thor Agena B,-,CORONA C'-7,V,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1961 TAU,2437517.75,1961 Aug  6 0600,1961,Vostok 8K72,K,Vostok-3A No. 4,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1961 UPS,2437527.64,1961 Aug 16 0321:05,1961,Thor Delta,-,NASA S-3,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1961 PHI,2437534.92,1961 Aug 23 1004:10,1961,Atlas Agena B,-,NASA P-32,CC,MSFC/AFSSD,NASA / US Military,United States,US,F,state,state_us,OF40
1961 CHI,2437537.27,1961 Aug 25 1829:44,1961,Scout X-1,-,NASA S-55A,WI,LARCN,NASA / US Military,United States,US,O,state,state_us,OS
1961 PSI,2437542.33,1961 Aug 30 2000,1961,Thor Agena B,-,CORONA C'''-1,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1961-F09,2437552.31,1961 Sep  9 1928:27,1961,Atlas Agena B,-,SAMOS E-2,PA,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1961 OME,2437555.33,1961 Sep 12 1959,1961,Thor Agena B,-,CORONA C'''-2,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1961 A ALP,2437556.09,1961 Sep 13 1404,1961,Atlas D,-,Mercury SC8A,CC,AFSSD/STGL,NASA / US Military,United States,US,O,state,state_us,OS
1961 A BET,2437560.38,1961 Sep 17 2100,1961,Thor Agena B,-,CORONA C'''-3,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1961 A GAM,2437586.31,1961 Oct 13 1922,1961,Thor Agena B,-,CORONA C'''-4,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1961 A DEL,2437594.08,1961 Oct 21 1353:03,1961,Atlas Agena B,-,Midas ETS-II F2,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1961-F10,2437596.31,1961 Oct 23 1923,1961,Thor Agena B,-,CORONA C'-8,V,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1961-F11,2437600.19,1961 Oct 27 1630,1961,Kosmos 63S1,-,DS-1 No. 1,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1961-F12,2437605.15,1961 Nov  1 1532,1961,Blue Scout II,-,Mercury MS-1,CC,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1961 A EPS,2437609.33,1961 Nov  5 2000:30,1961,Thor Agena B,-,CORONA C'-9,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1961 A ZET,2437619.39,1961 Nov 15 2122:46,1961,Thor Agena B,-,CORONA C'-10,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1961 A ETA,2437619.43,1961 Nov 15 2226,1961,Thor Ablestar,-,Transit 4B,CC,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1961 A THE,2437621.84,1961 Nov 18 0812:21,1961,Atlas Agena B,-,NASA P-33,CC,MSFC/AFSSD,NASA / US Military,United States,US,F,state,state_us,OF40
1961-F13,2437626.37,1961 Nov 22 2045:47,1961,Atlas Agena B,-,Samos 4 (E-5),PA,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1961 A IOT,2437633.13,1961 Nov 29 1507:57,1961,Atlas D,-,Mercury SC9,CC,AFSSD/STGL,NASA / US Military,United States,US,O,state,state_us,OS
1961-F14,2437644.90,1961 Dec 11 0939:02,1961,Vostok 8K72,K,Zenit-2 No. 1,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1961 A KAP,2437646.36,1961 Dec 12 2040:21,1961,Thor Agena B,-,CORONA C'''-5,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1961-F15,2437655.02,1961 Dec 21 1230,1961,Kosmos 63S1,-,DS-1 No. 2,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1961 A LAM,2437656.30,1961 Dec 22 1912:33,1961,Atlas Agena B,-,Samos E-5,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962-F01,2437678.40,1962 Jan 13 2141:02,1962,Thor Agena B,-,CORONA C'''-6,V,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1962-F02,2437688.90,1962 Jan 24 0930,1962,Thor Ablestar,-,GRAB SV4,CC,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1962 ALP,2437691.35,1962 Jan 26 2030:11,1962,Atlas Agena B,-,NASA P-34,CC,MSFC/AFSSD,NASA / US Military,United States,US,O,state,state_us,DS
1962 BET,2437704.03,1962 Feb  8 1243:45,1962,Thor Delta,-,NASA A-9,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1962 GAM,2437716.12,1962 Feb 20 1447:39,1962,Atlas D,-,Mercury SC13,CC,AFSSD/STGL,NASA / US Military,United States,US,O,state,state_us,OS
1962 DEL,2437717.28,1962 Feb 21 1844,1962,Thor Agena B,-,Ferret 1,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 EPS,2437723.32,1962 Feb 27 1939:20,1962,Thor Agena B,-,CORONA M-1,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 ZET,2437731.17,1962 Mar  7 1606:18,1962,Thor Delta,-,NASA S-16,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1962 ETA,2437731.42,1962 Mar  7 2210:31,1962,Atlas Agena B,-,Samos E-5,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 THE,2437740.00,1962 Mar 16 1159,1962,Kosmos 63S1,-,DS-2 No. 1,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1962 IOT,2437761.22,1962 Apr  6 1715,1962,Kosmos 63S1,-,1MS No. 1,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1962 KAP,2437764.13,1962 Apr  9 1504:48,1962,Atlas Agena B,-,Midas ETS-II F3,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 LAM,2437772.54,1962 Apr 18 0053:47,1962,Thor Agena B,-,CORONA M-2,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 MU,2437778.37,1962 Apr 23 2050,1962,Atlas Agena B,-,Ranger 4,CC,MSFC/AFSSD,NASA / US Military,United States,US,O,state,state_us,DS
1962 NU,2437778.67,1962 Apr 24 0400,1962,Kosmos 63S1,-,2MS No. 1,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1962 XI,2437780.92,1962 Apr 26 1002,1962,Vostok 8K72,K,Zenit-2 No. 2,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1962-F03,2437780.95,1962 Apr 26 1049,1962,Scout X-2,-,GRAB SV5,PA,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1962 OMI,2437781.25,1962 Apr 26 1800:16,1962,Thor Delta,-,UK 1,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1962 PI,2437781.29,1962 Apr 26 1856:08,1962,Atlas Agena B,-,AFP-201 PVP 851,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 RHO,2437783.52,1962 Apr 29 0030:12,1962,Thor Agena B,-,CORONA M-3,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962-F04,2437795.00,1962 May 10 1206,1962,Thor Ablestar,-,ANNA 1A,CC,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1962 SIG,2437800.32,1962 May 15 1936,1962,Thor Agena B,-,ARGON 5,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962-F05,2437808.50,1962 May 24,1962,Scout X-2M,-,P35-1,PA,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1962 TAU,2437809.03,1962 May 24 1245:16,1962,Atlas D,-,Mercury SC18,CC,AFSSD/STGL,NASA / US Military,United States,US,O,state,state_us,OS
1962 UPS,2437812.62,1962 May 28 0300,1962,Kosmos 63S1,-,2MS No. 2,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1962 PHI,2437814.54,1962 May 30 0100:04,1962,Thor Agena B,-,CORONA M-4,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
