tag,JD,launch_date,launch_year,type,variant,mission,site,agency_raw,agency,provider_group,state_code,category,agency_type,color_category,launch_code
1966-015,2439179.34,1966 Feb 22 2009:36,1966,Voskhod 11A57,-,Voskhod 3KV No. 5,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-016,2439185.08,1966 Feb 28 1358:00,1966,Thor Delta E,-,Tiros OT2,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1966-017,2439185.96,1966 Mar  1 1103:49,1966,Molniya 8K78M,?,E-6S No. 204 ISL,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF40
1966-018,2439194.42,1966 Mar  9 2202:03,1966,Thor SLV-2A Agena D,-,CORONA J-29,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-019,2439201.13,1966 Mar 16 1500:03,1966,Atlas SLV-3 Agena D,-,TDA 3,CC,MSC/AFSSD,State (MSC),Other States,US,O,state,state_other,OS
1966-020,2439201.20,1966 Mar 16 1641:02,1966,Titan II GLV,-,Gemini SC8,CC,AFSSD/MSC,NASA / US Military,United States,US,O,state,state_us,OS
1966-021,2439201.94,1966 Mar 17 1028:42,1966,Vostok 8A92,-,Zenit-2 No. 37,NIIP-53,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-022,2439203.33,1966 Mar 18 2000,1966,Atlas SLV-3 Agena D,-,GAMBIT SV 976,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-023,2439205.90,1966 Mar 21 0940,1966,Voskhod 11A57,-,Zenit-4 No. 17,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-F03,2439209.11,1966 Mar 24 1439,1966,UR-500,-,N-4 No. 3,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1966-024,2439210.65,1966 Mar 26 0331:00,1966,Scout A,-,NNS O-8,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-F04,2439211.81,1966 Mar 27 0720,1966,Molniya 8K78,M,Molniya-1 11F67 No 5,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1966-025,2439214.89,1966 Mar 30 0920:12,1966,Atlas D,-,OV1-4S,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-026,2439215.74,1966 Mar 31 0541:04,1966,Thor Burner 1,-,DAPP 15,V,S4300,NASA / US Military,United States,US,O,state,state_us,OS
1966-027,2439215.95,1966 Mar 31 1046:59,1966,Molniya 8K78M,?,E-6S No. 206 ISL,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,DS
1966-028,2439221.99,1966 Apr  6 1140,1966,Voskhod 11A57,-,Zenit-4 No. 19,NIIP-53,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-029,2439223.42,1966 Apr  7 2202:55,1966,Thor SLV-2A Agena D,-,CORONA J-30,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-030,2439223.54,1966 Apr  8 0100:02,1966,Atlas Centaur D,-,Surveyor Model 2 (SM-2),CC,LERC,NASA / US Military,United States,US,F,state,state_us,OF40
1966-031,2439224.32,1966 Apr  8 1935:00,1966,Atlas SLV-3 Agena D,-,OAO A1,CC,LERC/AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-032,2439235.30,1966 Apr 19 1915,1966,Atlas SLV-3 Agena D,-,GAMBIT SV 977,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-033,2439235.94,1966 Apr 20 1040,1966,Vostok 8A92,-,Zenit-2 No. 35,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-034,2439237.91,1966 Apr 22 0945:00,1966,Scout B,-,OV3-1,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-035,2439240.80,1966 Apr 25 0710,1966,Molniya 8K78,M,Molniya-1 11F67 No. 6,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-036,2439241.92,1966 Apr 26 1004?,1966,Kosmos 11K63,-,DS-P1-Yu No. 6,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-F05,2439249.31,1966 May  3 1925:25,1966,Thor SLV-2A Agena D,-,CORONA J-28,V,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1966-037,2439251.96,1966 May  6 1058,1966,Vostok 8A92,-,Zenit-2 No. 39,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-038,2439257.09,1966 May 11 1410,1966,Vostok 8A92M,-,Meteor 11F614 No. 4,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-039,2439260.29,1966 May 14 1902,1966,Atlas SLV-3 Agena D,-,GAMBIT SV 978,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-040,2439260.83,1966 May 15 0755:34,1966,Thor SLV-2A Agena B,-,Nimbus C,V,LERC/AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-F06,2439262.96,1966 May 17 1100,1966,Voskhod 11A57,-,Zenit-4 No. 18,NIIP-53,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1966-F07,2439263.14,1966 May 17 1515:03,1966,Atlas SLV-3 Agena D,-,TDA 5,CC,MSC/AFSSD,State (MSC),Other States,US,F,state,state_other,OF
1966-041,2439264.60,1966 May 19 0227:00,1966,Scout A,-,NNS O-9,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-042,2439269.58,1966 May 24 0200:33,1966,Thor SLV-2A Agena D,-,CORONA J-33,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-043,2439269.73,1966 May 24 0531?,1966,Kosmos 11K63,-,DS-U2-I No. 1,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-044,2439271.08,1966 May 25 1400:00,1966,Thor Delta C1,-,AE-B,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1966-045,2439276.11,1966 May 30 1441:01,1966,Atlas Centaur D,-,Surveyor SC-1,CC,LERC,NASA / US Military,United States,US,O,state,state_us,DS
1966-046,2439278.13,1966 Jun  1 1500:02,1966,Atlas SLV-3,-,TDA 4,CC,MSC/AFSSD,State (MSC),Other States,US,O,state,state_other,OS
1966-047,2439280.07,1966 Jun  3 1339:33,1966,Titan II GLV,-,Gemini SC9,CC,AFSSD/MSC,NASA / US Military,United States,US,O,state,state_us,OS
1966-048,2439280.31,1966 Jun  3 1925,1966,Atlas SLV-3 Agena D,-,GAMBIT SV 979,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-049,2439283.62,1966 Jun  7 0248,1966,Atlas SLV-3 Agena B,-,OGO B,CC,LERC/AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-050,2439284.96,1966 Jun  8 1100,1966,Voskhod 11A57,-,Zenit-2 No. 41,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-051,2439286.34,1966 Jun  9 2015,1966,Atlas SLV-3 Agena D,-,Midas RTS-I F1,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-052,2439286.68,1966 Jun 10 0415,1966,Scout B,-,OV3-4 PHASR,WI,LARCN,NASA / US Military,United States,US,O,state,state_us,OS
1966-053,2439293.08,1966 Jun 16 1400:01,1966,Titan IIIC,-,GGTS,CC,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-054,2439293.96,1966 Jun 17 1100,1966,Voskhod 11A57,-,Zenit-4 No. 20,NIIP-53,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-055,2439298.40,1966 Jun 21 2131:30,1966,Thor SLV-2A Agena D,-,CORONA J-31,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-056,2439300.51,1966 Jun 24 0012:02,1966,Thor SLV-2A Agena D,-,Pageos A,V,LERC/AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-057,2439301.94,1966 Jun 25 1030,1966,Vostok 8A92M,-,Meteor 11F614 No. 5,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-058,2439308.17,1966 Jul  1 1602:25,1966,Thor Delta E1,-,AIMP D,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,DS
1966-059,2439312.12,1966 Jul  5 1453:17,1966,Uprated Saturn I,-,Subcritical Cryo LN2 Exp,CC,MSFC,NASA / US Military,United States,US,O,state,state_us,OS
1966-060,2439313.04,1966 Jul  6 1257,1966,UR-500,-,N-4 No. 4,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-061,2439314.73,1966 Jul  8 0531?,1966,Kosmos 63S1,-,DS-P1-Yu No. 5,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-062,2439319.25,1966 Jul 12 1755,1966,Atlas SLV-3 Agena D,-,GAMBIT SV 980,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-063,2439320.59,1966 Jul 14 0210:02,1966,Atlas D,-,OV1-8 PasComSat,V,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF50
1966-064,2439320.93,1966 Jul 14 1025,1966,Voskhod 11A57,-,Zenit-2 No. 42,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-065,2439325.36,1966 Jul 18 2039:46,1966,Atlas SLV-3 Agena D,-,TDA 1A,CC,MSC/AFSSD,State (MSC),Other States,US,O,state,state_other,OS
1966-066,2439325.43,1966 Jul 18 2220:27,1966,Titan II GLV,-,Gemini SC10,CC,AFSSD/MSC,NASA / US Military,United States,US,O,state,state_us,OS
1966-067,2439326.87,1966 Jul 20 0858,1966,Vostok-2A 11A510,-,US-A,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-068,2439334.95,1966 Jul 28 1050,1966,Voskhod 11A57,-,Zenit-4 No. 21,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-069,2439336.27,1966 Jul 29 1830:20,1966,Titan IIIB,-,GAMBIT-3 Mission 4301,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-070,2439341.95,1966 Aug  4 1045:01,1966,Scout B,-,OV3-3,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-071,2439345.98,1966 Aug  8 1129,1966,Voskhod 11A57,-,Zenit-4 No. 22,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-072,2439347.37,1966 Aug  9 2046:03,1966,Thorad SLV-2G Agena D,-,CORONA J-32,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-073,2439348.31,1966 Aug 10 1926:00,1966,Atlas SLV-3 Agena D,-,Lunar Orbiter A,CC,LERC/AFSSD,NASA / US Military,United States,US,O,state,state_us,DS
1966-074,2439354.27,1966 Aug 16 1830,1966,Atlas SLV-3 Agena D,-,GAMBIT SV 981,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-075,2439355.14,1966 Aug 17 1520:17,1966,Thor Delta E1,-,Pioneer B,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,DS
1966-076,2439355.60,1966 Aug 18 0225:02,1966,Scout A,-,NNS O-10,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-077,2439357.31,1966 Aug 19 1925,1966,Atlas SLV-3 Agena D,-,Midas RTS-I F2,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-078,2439361.84,1966 Aug 24 0803:21,1966,Molniya 8K78M,?,E-6LF No. 101,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,DS
1966-U06,2439363.22,1966 Aug 25 1715:32,1966,Uprated Saturn I,-,Apollo CM-011,CC,MSFC,NASA / US Military,United States,US,O,state,state_us,OS
1966-F08,2439364.08,1966 Aug 26 1359:56,1966,Titan IIIC,-,IDCSP,CC,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1966-079,2439364.91,1966 Aug 27 0950,1966,Voskhod 11A57,-,Zenit-4 No. 23,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-080,2439381.05,1966 Sep 12 1305:02,1966,Atlas SLV-3 Agena D,-,TDA 6,CC,MSC/AFSSD,State (MSC),Other States,US,O,state,state_other,OS
1966-081,2439381.11,1966 Sep 12 1442:27,1966,Titan II GLV,-,Gemini SC11,CC,AFSSD/MSC,NASA / US Military,United States,US,O,state,state_us,OS
1966-082,2439384.69,1966 Sep 16 0436:09,1966,Thor Burner 2,-,DAPP 1416,V,S4300,NASA / US Military,United States,US,O,state,state_us,OS
1966-F09,2439384.90,1966 Sep 16 0930,1966,Vostok 8A92,-,Zenit-2 No. 40,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1966-083,2439385.25,1966 Sep 16 1759,1966,Atlas SLV-3 Agena D,-,GAMBIT SV 982,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-088,2439386.44,1966 Sep 17 2235:00,1966,R-36O 8K69,-,OGCh No. 05L,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-084,2439389.02,1966 Sep 20 1232:00,1966,Atlas Centaur D,-,Surveyor SC-2,CC,LERC,NASA / US Military,United States,US,O,state,state_us,DS
1966-085,2439389.38,1966 Sep 20 2114:05,1966,Thor SLV-2A Agena D,-,CORONA J-36,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-F10,2439394.62,1966 Sep 26 0258,1966,Lambda 4S,-,L-4S-1,KASC,ISAS,Japan (JAXA / ISAS / NASDA),Japan,J,F,state,state_japan,OF
1966-086,2439397.30,1966 Sep 28 1907,1966,Titan IIIB,-,GAMBIT-3 Mission 4302,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-087,2439400.94,1966 Oct  2 1039:03,1966,Thor Delta E,-,TOS A,V,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1966-089,2439404.42,1966 Oct  5 2200,1966,Atlas SLV-3 Agena D,-,Midas RTS-I F3,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-090,2439411.30,1966 Oct 12 1915,1966,Atlas SLV-3 Agena D,-,GAMBIT SV 983,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-091,2439413.01,1966 Oct 14 1213:08,1966,Vostok 8A92,-,Zenit-2 No. 33,NIIP-53,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-092,2439418.83,1966 Oct 20 0750,1966,Molniya 8K78,M,Molniya-1 11F67 No. 7,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-093,2439418.87,1966 Oct 20 0846,1966,Voskhod 11A57,-,Zenit-4 No. 24,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-094,2439420.86,1966 Oct 22 0842:26,1966,Molniya 8K78M,?,E-6LF No. 102,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,DS
1966-095,2439424.97,1966 Oct 26 1112:02,1966,Atlas Centaur D,-,Surveyor SM-3,CC,LERC,NASA / US Military,United States,US,O,state,state_us,DS
1966-096,2439425.46,1966 Oct 26 2305:00,1966,Thor Delta E1,-,INTELSAT II F-1,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1966-097,2439427.00,1966 Oct 28 1156:02,1966,Scout B,-,OV3-2,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-101,2439431.53,1966 Nov  2 0045:03,1966,R-36O 8K69,-,OGCh No. 06L,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF40
1966-098,2439432.35,1966 Nov  2 2024,1966,Atlas SLV-3 Agena D,-,GAMBIT SV 984,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-099,2439433.08,1966 Nov  3 1350:42,1966,Titan IIIC,-,OV4-3,CC,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-100,2439436.47,1966 Nov  6 2321:00,1966,Atlas SLV-3 Agena D,-,Lunar Orbiter B,CC,LERC/AFSSD,NASA / US Military,United States,US,O,state,state_us,DS
1966-102,2439438.33,1966 Nov  8 1953:02,1966,Thorad SLV-2G Agena D,-,CORONA J-38,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-103,2439441.30,1966 Nov 11 1907:59,1966,Atlas SLV-3 Agena D,-,TDA 7A,CC,MSC/AFSSD,State (MSC),Other States,US,O,state,state_other,OS
1966-104,2439441.37,1966 Nov 11 2046:33,1966,Titan II GLV,-,Gemini SC12,CC,AFSSD/MSC,NASA / US Military,United States,US,O,state,state_us,OS
1966-105,2439441.91,1966 Nov 12 0950,1966,Voskhod 11A57,-,Zenit-4 No. 25,NIIP-53,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-F11,2439446.04,1966 Nov 16 1300,1966,Kosmos 11K65,-,Strela-2 No. 1,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1966-106,2439448.83,1966 Nov 19 0800,1966,Vostok 8A92,-,Zenit-2 No. 46,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-107,2439457.96,1966 Nov 28 1100:00,1966,Soyuz 11A511,-,Soyuz 7K-OK No. 2,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-108,2439462.84,1966 Dec  3 0815,1966,Voskhod 11A57,-,Zenit-4 No. 26,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-109,2439465.38,1966 Dec  5 2109,1966,Atlas SLV-3 Agena D,-,GAMBIT SV 985,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-110,2439466.59,1966 Dec  7 0212:01,1966,Atlas SLV-3 Agena D,-,ATS B,CC,LERC/AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-111,2439471.38,1966 Dec 11 2109:57,1966,Atlas D,-,OV1-9,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-112,2439472.36,1966 Dec 12 2038?,1966,Kosmos 11K63,-,DS-U2-MP No. 1,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-F12,2439473.96,1966 Dec 14 1100,1966,Soyuz 11A511,-,Soyuz No. 1,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1966-113,2439474.26,1966 Dec 14 1814,1966,Titan IIIB,-,GAMBIT-3 Mission 4303,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1966-114,2439474.31,1966 Dec 14 1920:03,1966,Thor Delta G,-,Biosatellite A Adapter,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1966-115,2439479.00,1966 Dec 19 1200:01,1966,Vostok 8A92,-,Zenit-2 No. 47,NIIP-53,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-F13,2439479.60,1966 Dec 20 0220,1966,Lambda 4S,-,L-4S-2,KASC,ISAS,Japan (JAXA / ISAS / NASDA),Japan,J,F,state,state_japan,OF
1966-116,2439480.93,1966 Dec 21 1017:08,1966,Molniya 8K78M,?,E-6M No. 205,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,DS
1966-117,2439481.05,1966 Dec 21 1312?,1966,Kosmos 63S1,-,DS-U2-D No. 1,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1966-118,2439489.00,1966 Dec 29 1200:06,1966,Thor SLV-2A Agena D,-,MULTIGROUP 1,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1967-001,2439501.95,1967 Jan 11 1055:00,1967,Thor Delta E1,-,INTELSAT II F-2,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1967-002,2439505.39,1967 Jan 14 2128:21,1967,Thor SLV-2A Agena D,-,CORONA J-34,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1967-003,2439509.10,1967 Jan 18 1419:08,1967,Titan IIIC,-,IDCSP 8,CC,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1967-004,2439510.03,1967 Jan 19 1239:59,1967,Vostok 8A92,-,Zenit-2 No. 43,NIIP-53,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-005,2439516.08,1967 Jan 25 1355:01,1967,R-36O 8K69,-,OGCh No. 07L,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-006,2439517.23,1967 Jan 26 1731,1967,Thor Delta E,-,TOS B,V,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1967-F01,2439522.03,1967 Jan 31 1245:01,1967,Scout B,-,ATCOS 1,VS,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1967-007,2439524.33,1967 Feb  2 2000,1967,Atlas SLV-3 Agena D,-,GAMBIT SV 986,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1967-008,2439526.55,1967 Feb  5 0117:01,1967,Atlas SLV-3 Agena D,-,Lunar Orbiter C,CC,LERC/AFSSD,NASA / US Military,United States,US,O,state,state_us,DS
1967-009,2439528.64,1967 Feb  7 0320:00,1967,Soyuz 11A511,-,Soyuz No. 3,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-010,2439529.83,1967 Feb  8 0800:52,1967,Thor Burner 2,-,DAPP 2418,V,S4300,NASA / US Military,United States,US,O,state,state_us,OS
1967-011,2439529.90,1967 Feb  8 0939:39,1967,Diamant A,-,Diademe D-1C,HMG,CNES,European State (ESA / CNES),Europe,EU,O,state,state_europe,OS
1967-012,2439529.93,1967 Feb  8 1019:59,1967,Voskhod 11A57,-,Zenit-4 No. 29,NIIP-53,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-013,2439535.92,1967 Feb 14 1004:56,1967,Kosmos 11K63,-,DS-U2-I No. 2,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-014,2439536.92,1967 Feb 15 1006:57,1967,Diamant A,-,Diademe D-1D,HMG,CNES,European State (ESA / CNES),Europe,EU,O,state,state_europe,OS
1967-015,2439544.42,1967 Feb 22 2202:15,1967,Thor SLV-2A Agena D,-,CORONA J-39,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1967-016,2439546.33,1967 Feb 24 1959,1967,Titan IIIB,-,GAMBIT-3 Mission 4304,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1967-017,2439548.86,1967 Feb 27 0845:01,1967,Vostok 8A92,-,Zenit-2 No. 45,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-018,2439550.11,1967 Feb 28 1434:59,1967,Vostok 8A92M,?,Meteor 11F614 No. 6,NIIP-53,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-019,2439552.78,1967 Mar  3 0644:58,1967,Kosmos 11K63,-,DS-U2-M No. 2,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-020,2439558.17,1967 Mar  8 1612:00,1967,Thor Delta C,-,OSO E1,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1967-021,2439559.98,1967 Mar 10 1130:33,1967,UR-500K/Blok D,-,L-1 No. 2P,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,DS
1967-022,2439563.01,1967 Mar 13 1210:23,1967,Vostok 8A92,-,Zenit-2 No. 44,NIIP-53,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-023,2439566.23,1967 Mar 16 1730,1967,Kosmos 11K63,-,DS-P1-I No. 2,NIIP-53,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-024,2439570.92,1967 Mar 21 1007,1967,Kosmos 11K63,-,DS-MO No. 1,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-025,2439572.03,1967 Mar 22 1244:59,1967,Voskhod 11A57,-,Zenit-4 No. 27,NIIP-53,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-F02,2439572.09,1967 Mar 22 1405:02,1967,R-36O 8K69,-,OGCh No. 08L,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1967-026,2439572.56,1967 Mar 23 0130:12,1967,Thor Delta E1,-,INTELSAT II F-3,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1967-027,2439573.99,1967 Mar 24 1150,1967,Kosmos 11K65,-,Strela-2,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-028,2439574.79,1967 Mar 25 0659:30,1967,Kosmos 11K63,-,DS-P1-Yu No. 7,NIIP-53,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-029,2439580.29,1967 Mar 30 1854:23,1967,Thor SLV-2A Agena D,-,CORONA J-35,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1967-030,2439585.08,1967 Apr  4 1400:02,1967,Vostok 8A92,-,Zenit-2 No. 48,NIIP-53,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-031,2439586.64,1967 Apr  6 0323:01,1967,Atlas SLV-3 Agena D,-,ATS A,CC,LERC/AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1967-032,2439588.88,1967 Apr  8 0900:33,1967,Proton-K/D,-,L-1 No. 3P,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF40
1967-033,2439592.95,1967 Apr 12 1051:02,1967,Voskhod 11A57,-,Zenit-4 No. 28,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-F03,2439593.61,1967 Apr 13 0240,1967,Lambda 4S,-,L-4S-3,KASC,ISAS,Japan (JAXA / ISAS / NASDA),Japan,J,F,state,state_japan,OF
1967-034,2439594.64,1967 Apr 14 0325:00,1967,Scout A,-,NNS O-12,VS,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1967-035,2439597.80,1967 Apr 17 0705:01,1967,Atlas Centaur D,-,Surveyor SC-3,CC,LERC,NASA / US Military,United States,US,O,state,state_us,DS
1967-036,2439600.97,1967 Apr 20 1121:10,1967,Thor Delta E,-,TOS C,V,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1967-037,2439603.52,1967 Apr 23 0035:00,1967,Soyuz 11A511,-,Soyuz No. 4,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-038,2439606.92,1967 Apr 26 1006:24,1967,Scout B,-,San Marco B,SMLC,CRA,European State (ESA / CNES),Europe,EU,O,state,state_europe,OS
1967-F04,2439607.25,1967 Apr 26 1800,1967,Titan IIIB,-,GAMBIT-3 Mission 4305,VS,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1967-039,2439608.03,1967 Apr 27 1250:02,1967,Vostok 8A92M,-,Meteor 11F614 No. 7,NIIP-53,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1967-040,2439608.92,1967 Apr 28 1001:01,1967,Titan IIIC,-,Vela 4A,CC,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
